Start,End,Pollster,Sponsor,SampleSize,Pop,tracking,Text,Category,Include?,Yes,No,Unsure,Rep Sample,Rep Yes,Rep No,Dem Sample,Dem Yes,Dem No,Ind Sample,Ind Yes,Ind No,URL,Notes
9/3/2019,9/15/2019,Pew Research Center,,3487,a,,"As you may know, the House of Representatives has been investigating Donald Trump’s conduct during his time in office and during his campaign for president. Based on what you know, do you favor or oppose the House of Representatives conducting impeachment proceedings against Donald Trump?",begin_proceedings,yes,50,50,1,,,,,,,,,,https://www.people-press.org/2019/10/17/modest-changes-in-views-of-impeachment-proceedings-since-early-september/,
10/1/2019,10/13/2019,Pew Research Center,,3487,a,,Do you approve or disapprove of the House of Representatives’ decision to conduct an impeachment inquiry into Donald Trump?,begin_inquiry,yes,54,44,1,1453,15,84,1942,89,10,,,,https://www.people-press.org/2019/10/17/modest-changes-in-views-of-impeachment-proceedings-since-early-september/,
10/15/2019,10/16/2019,SurveyMonkey Audience,Business Insider,1095,a,,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,impeach,yes,46.6,29.5,,,,,,,,,,,https://www.businessinsider.com/support-for-impeaching-trump-has-hardly-changed-since-last-month-2019-10,
10/15/2019,10/16/2019,SurveyUSA,,3080,rv,,"If the U.S. House of Representatives were to vote on an article of impeachment today, should the U.S. House vote to impeach President Trump? Or vote not to impeach President Trump?",impeach,yes,49,42,9,1078,12,80,1201,85,10,678,50,36,http://www.surveyusa.com/client/PollReport.aspx?g=b052a697-595b-4752-8ce1-86928af7635b,
10/15/2019,10/16/2019,SurveyUSA,,3080,rv,,"In an impeachment trial in the U.S. Senate today, should the Senate convict President Trump? Or find President Trump not guilty?",if_impeach_then_remove,no,47,40,13,1078,11,80,1201,81,8,678,46,34,http://www.surveyusa.com/client/PollReport.aspx?g=b052a697-595b-4752-8ce1-86928af7635b,
8/22/2019,9/15/2019,Public Religion Research Institute,,2527,a,,"Based on what you have read or heard, do you believe that President Donald Trump should be impeached and removed from office, or don't you feel that way?",impeach_and_remove,yes,47,53,1,622,6,94,899,78,21,881,47,52,https://www.prri.org/research/fractured-nation-widening-partisan-polarization-and-key-issues-in-2020-presidential-elections/,
10/10/2019,10/13/2019,Public Religion Research Institute,,1032,a,,Do you believe that Trump should be impeached and removed from office or not?,impeach_and_remove,yes,51,47,2,286,7,93,359,88,11,261,49,48,https://www.prri.org/research/support-for-impeaching-president-trump-and-removing-him-from-office-increases-over-the-last-month/,
10/17/2019,10/20/2019,CNN/SSRS,,1003,a,,"Based on what you have read or heard, do you believe that President Trump should be impeached and removed from office, or don't you feel that way?",impeach_and_remove,yes,50,43,7,261,6,90,301,87,7,441,50,42,"https://cdn.cnn.com/cnn/2019/images/10/21/rel12a.-.trump,.impeachment.pdf",
10/18/2019,10/21/2019,Emerson College,,1000,rv,,Do you support or oppose impeaching President Trump?,impeach,yes,47.6,43.7,8.8,338,18.2,78.1,368,74.6,15.7,295,47.6,39,http://emersonpolling.com/2019/10/22/biden-sanders-warren-maintain-front-runner-status-in-democratic-primary/,
10/18/2019,10/22/2019,Ipsos,Reuters,4083,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,46,40,14,1542,12,80,1773,77,12,447,45,32,https://www.reuters.com/article/us-usa-trump-whistleblower-poll/support-for-impeaching-trump-soars-among-independents-reuters-ipsos-poll-idUSKBN1X200Y,
10/18/2019,10/21/2019,Morning Consult,Politico,1989,rv,,Do you support or oppose the current impeachment inquiry into President Trump?,begin_inquiry,yes,49,43,9,668,14,80,759,82,12,561,45,38,https://morningconsult.com/wp-content/uploads/2019/10/191040_crosstabs_POLITICO_RVs_v2_JB.pdf,
10/18/2019,10/21/2019,Morning Consult,Politico,1989,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The House of Representatives impeaching President Trump. ",impeach,yes,50,42,8,668,11,85,759,85,9,561,47,37,https://morningconsult.com/wp-content/uploads/2019/10/191040_crosstabs_POLITICO_RVs_v2_JB.pdf,
10/18/2019,10/21/2019,Morning Consult,Politico,1989,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The Senate removing President Trump from office. Strongly support, Somewhat support, Somewhat oppose, Strongly oppose",if_impeach_then_remove,no,49,43,8,668,9,85,759,86,9,561,46,38,https://morningconsult.com/wp-content/uploads/2019/10/191040_crosstabs_POLITICO_RVs_v2_JB.pdf,
10/17/2019,10/21/2019,Quinnipiac University,,1587,rv,,"Do you think that President Trump should be impeached and removed from office, or don't you think so?",impeach_and_remove,yes,48,46,6,460,6,91,540,86,9,444,49,41,https://poll.qu.edu/national/release-detail?ReleaseID=3645,
10/17/2019,10/21/2019,Quinnipiac University,,1587,rv,,"As you may know, the House of Representatives has begun a formal impeachment inquiry to determine whether or not to bring impeachment charges against President Trump. Do you approve or disapprove of this impeachment inquiry?",begin_inquiry,yes,55,43,3,460,10,88,540,93,7,444,58,37,https://poll.qu.edu/national/release-detail?ReleaseID=3645,
10/20/2019,10/22/2019,YouGov,Economist,1500,a,,Do you think the U.S. House of Representatives should or should not impeach Donald Trump?,impeach,yes,44,40,16,385,9,84,550,82,8,561,38,36,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/s96v7z4zoa/econTabReport.pdf,
10/20/2019,10/22/2019,YouGov,Economist,1500,a,,"If the U.S. House of Representatives votes to impeach Donald Trump, do you think the U.S. Senate should or should not remove him from office?",if_impeach_then_remove,no,45,41,15,382,8,85,550,82,10,563,40,63,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/s96v7z4zoa/econTabReport.pdf,
10/8/2019,10/22/2019,SurveyMonkey,NBC News,18101,rv,,Do you think that President Trump should be impeached and removed from office?,impeach_and_remove,yes,49,49,2,8368,9,90,6989,89,10,2290,53,44,https://assets.documentcloud.org/documents/6523245/NBC-News-SurveyMonkey-National-Poll-Toplines.pdf,
10/17/2019,10/23/2019,Selzer & Co.,Grinnell College,1003,a,,Do you think President Trump should or should not be impeached and removed from office?,impeach_and_remove,yes,42,44,14,,,,,,,,,,https://www.grinnell.edu/sites/default/files/docs/2019-10/GCNP%20Toplines%20Oct%202019.pdf,
10/17/2019,10/23/2019,Selzer & Co.,Grinnell College,1003,a,,Do you agree or disagree with the decision of the House of Representatives to open an impeachment inquiry into President Trump?,begin_inquiry,yes,48,42,10,,,,,,,,,,https://www.grinnell.edu/sites/default/files/docs/2019-10/GCNP%20Toplines%20Oct%202019.pdf,
10/23/2019,10/26/2019,Suffolk University,USA Today,1000,rv,,"If the House impeaches President Trump, do you think the Senate should convict him, removing him from office - yes or no?",if_impeach_then_remove,no,45.5,46.9,7.6,335,9,84,383,79,14,274,43,47,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2019/10_29_2019_marginals_pdftxt.pdf,
10/25/2019,10/28/2019,Morning Consult,Politico,1997,rv,,Do you support or oppose the current impeachment inquiry into President Trump?,begin_inquiry,yes,48,43,8,647,14,83,736,85,10,614,41,41,https://morningconsult.com/wp-content/uploads/2019/10/191058_crosstabs_POLITICO_RVs_v2_JB.pdf,
10/25/2019,10/28/2019,Morning Consult,Politico,1997,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The House of Representatives impeaching President Trump.",impeach,yes,49,42,9,647,11,84,736,88,7,614,43,40,https://morningconsult.com/wp-content/uploads/2019/10/191058_crosstabs_POLITICO_RVs_v2_JB.pdf,
10/25/2019,10/28/2019,Morning Consult,Politico,1997,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The Senate removing President Trump from office. Strongly support, Somewhat support, Somewhat oppose, Strongly oppose",,no,48,43,9,647,10,85,736,87,8,614,43,39,https://morningconsult.com/wp-content/uploads/2019/10/191058_crosstabs_POLITICO_RVs_v2_JB.pdf,
10/27/2019,10/29/2019,YouGov,Economist,1500,a,,Do you think the U.S. House of Representatives should or should not impeach Donald Trump?,impeach,yes,46,39,16,427,10,81,532,82,7,532,39,38,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,
10/27/2019,10/29/2019,YouGov,Economist,1500,a,,"If the U.S. House of Representatives votes to impeach Donald Trump, do you think the U.S. Senate should or should not remove him from office?",if_impeach_then_remove,no,47,40,13,426,9,83,535,83,8,533,41,38,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,
10/28/2019,10/29/2019,Ipsos,Reuters,1114,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,47,41,12,,11,81,,81,10,,41,35,https://twitter.com/Cmkahn/status/1189544395932090368,
10/28/2019,10/29/2019,Ipsos,Reuters,973,rv,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,48,42,10,393,12,81,459,82,10,81,47,35,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-10/2019_reuters_tracking_-_core_political_impeachment_tracker_10_30_2019.pdf,
10/29/2019,10/31/2019,YouGov,Huffington Post,1000,a,,"Do you think President Trump should be impeached and removed from office, or not?",impeach_and_remove,yes,45,39,16,252,8,83,324,81,8,421,39,37,https://big.assets.huffingtonpost.com/athena/files/2019/10/31/5dbb32abe4b066da552e9aff.pdf,
10/15/2019,10/17/2019,YouGov,Huffington Post,1000,a,,"Do you think President Trump should be impeached and removed from office, or not?",impeach_and_remove,yes,47,39,14,250,12,82,352,87,7,394,35,38,https://big.assets.huffingtonpost.com/athena/files/2019/10/31/5dbb3dcbe4b0bb1ea3773c7e.pdf,
10/22/2019,10/24/2019,YouGov,Huffington Post,1000,a,,"Do you think President Trump should be impeached and removed from office, or not?",impeach_and_remove,yes,48,39,13,212,13,81,336,86,8,450,39,40,https://big.assets.huffingtonpost.com/athena/files/2019/10/31/5dbb3df6e4b066da552ebaed.pdf,
10/27/2019,10/30/2019,ABC News/Washington Post,,1003,a,,"Based on what you know, do you think Congress should or should not impeach Trump and remove him from office? Do you feel that way strongly or somewhat?",impeach_and_remove,yes,49,47,4,231,18,82,291,82,13,381,47,49,https://www.washingtonpost.com/politics/americans-sharply-divided-over-whether-to-impeach-and-remove-trump-from-office-post-abc-poll-finds/2019/10/31/b0562312-fc04-11e9-ac8c-8eced29ca6ef_story.html,
10/24/2019,10/28/2019,AP-NORC,,1075,a,,"Do you approve or disapprove, or neither approve nor disapprove of the impeachment inquiry into Donald Trump by the House of Representatives?",begin_inquiry,yes,47,38,13,398,11,78,473,83,7,204,37,30,http://www.apnorc.org/projects/Pages/The-Trump-Impeachment-Inquiry.aspx,
10/24/2019,10/31/2019,IBD/TIPP,,768,a,,,,no,61,39,,,16,81,,,,,64,35,,"Sample restricted to those ""following the recent news about the House impeachment inquiry"""
10/27/2019,10/30/2019,Fox News,,1040,rv,,"Do you think President Trump should be impeached and removed from office, or not?",impeach_and_remove,yes,49,45,7,426,8,87,510,86,9,114,38,47,https://www.foxnews.com/politics/fox-news-poll-results-october-27-30-2019,
10/27/2019,10/30/2019,NBC News/Wall Street Journal,,900,a,,"And, based upon what you know today about President Trump’s call and actions related to his discussion with the Ukrainian president, do you approve or disapprove of the impeachment inquiry being conducted by Congress to determine if there is enough evidence to remove Donald Trump from office?",reasons,no,53,44,3,225,9,,297,89,,306,58,,https://www.nbcnews.com/politics/meet-the-press/nbc-wsj-poll-49-percent-now-back-trump-s-impeachment-n1075296,
10/27/2019,10/30/2019,NBC News/Wall Street Journal,,900,a,,"And, based upon what you know today, would you say Congress should impeach Donald Trump and remove him from office, not impeach Donald Trump and he should remain in office.",impeach_and_remove,yes,49,46,5,225,,90,297,88,,306,43,46,https://www.nbcnews.com/politics/meet-the-press/nbc-wsj-poll-49-percent-now-back-trump-s-impeachment-n1075296,
10/14/2019,10/31/2019,Gallup,,1506,a,,"Next we have some questions about the allegations being reported in the news concerning President Trump. Based on what you know at this point, do you think that Donald Trump should or should not be impeached and removed from office?",impeach_and_remove,yes,51,48,1,460,7,92,450,87,12,559,53,44,https://news.gallup.com/poll/268052/democrats-trump-removed-wanted-nixon.aspx,
10/30/2019,11/3/2019,Monmouth University,,908,a,,"Do you think President Trump should be impeached and compelled to leave the presidency, or not?",impeach_and_remove,yes,44,51,4,271,8,92,243,85,12,385,42,51,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_110519.pdf/,
10/30/2019,11/3/2019,Monmouth University,,908,a,,Do you think it is a good idea or bad idea for the House of Representatives to conduct an impeachment inquiry into President Trump that may or may not lead to impeachment?,begin_inquiry,yes,51,44,4,271,15,80,243,85,10,385,54,41,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_110519.pdf/,
11/1/2019,11/3/2019,Morning Consult,Politico,1983,rv,,Do you support or oppose the current impeachment inquiry into President Trump?,begin_inquiry,yes,49,43,9,632,13,82,731,81,12,619,46,38,https://morningconsult.com/wp-content/uploads/2019/11/191104_crosstabs_POLITICO_RVs_v2_JB.pdf,
11/1/2019,11/3/2019,Morning Consult,Politico,1983,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The Senate removing President Trump from office. Strongly support, Somewhat support, Somewhat oppose, Strongly oppose",impeach,yes,47,43,10,632,12,83,731,80,11,619,44,38,https://morningconsult.com/wp-content/uploads/2019/11/191104_crosstabs_POLITICO_RVs_v2_JB.pdf,
11/1/2019,11/3/2019,Morning Consult,Politico,1983,rv,,"As you may know, the Constitution gives the House of Representatives the sole power to impeach the president. Once a president is impeached by the House of Representatives, the Senate has the sole power to legally try the president and, if convicted, remove the president from office. Would you support or oppose each of the following? The Senate removing President Trump from office. Strongly support, Somewhat support, Somewhat oppose, Strongly oppose",,no,47,42,10,632,11,83,731,82,9,619,43,39,https://morningconsult.com/wp-content/uploads/2019/11/191104_crosstabs_POLITICO_RVs_v2_JB.pdf,
11/3/2019,11/5/2019,YouGov,Economist,1500,a,,Do you think the U.S. House of Representatives should or should not impeach Donald Trump?,impeach,yes,46,39,16,395,11,80,532,82,10,567,39,35,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cseozthmrp/econTabReport.pdf,
11/3/2019,11/5/2019,YouGov,Economist,1500,a,,"If the U.S. House of Representatives votes to impeach Donald Trump, do you think the U.S. Senate should or should not remove him from office?",if_impeach_then_remove,no,46,40,14,395,12,81,530,82,11,567,41,36,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cseozthmrp/econTabReport.pdf,
11/4/2019,11/5/2019,Ipsos,Reuters,1114,a,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,45,41,14,,,,,,,,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-11/2019_reuters_tracking_-_core_political_impeachment_tracker_11_06_2019.pdf,
11/4/2019,11/5/2019,Ipsos,Reuters,944,rv,,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,47,41,12,378,13,80,443,77,12,89,45,32,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-11/2019_reuters_tracking_-_core_political_impeachment_tracker_11_06_2019.pdf,
10/21/2019,11/3/2019,USC Dornsife/LA Times,,5480,a,,"Based on what you know or have heard about the issues, which of the following comes closer to your view? The U.S. House of Representatives should... Vote to impeach President Trump and send the case to trial in the Senate; Vote against impeaching President Trump; Not sure, or it is too soon to say",impeach,yes,44,30,26,2062,7,68,2511,81,4,901,30,19,https://drive.google.com/file/d/1W4Tr3MkCWcTjMDwTRplanUAIio6OKFG8/view,
10/21/2019,11/3/2019,USC Dornsife/LA Times,,5480,a,,"If the U.S. House of Representatives does vote to impeach President Trump, and sends the case to trial in the Senate, which of the following comes closer to your view? The Senate should... Vote to remove President Trump from office; Vote to acquit President Trump of all charges; Not sure, or it is too soon to say",if_impeach_then_remove,no,54,28,28,2062,6,64,2511,82,4,901,31,16,https://drive.google.com/file/d/1W4Tr3MkCWcTjMDwTRplanUAIio6OKFG8/view,
10/31/2019,11/3/2019,Change Research,Crooked Media,971,lv,,"Based on everything you’ve heard so far, do you support or oppose the impeachment inquiry into Donald Trump?",begin_inquiry,yes,53,45,,,,94,,94,,,53,36,https://crooked.com/articles/november-impeachment-poll/,
10/31/2019,11/3/2019,Change Research,Crooked Media,971,lv,,"Based on everything you’ve heard so far, do you support or oppose impeaching Donald Trump and removing him from office?",impeach_and_remove,yes,51,46,,,,95,,90,,,50,,https://crooked.com/articles/november-impeachment-poll/,
